[2025-07-28 02:52:56,282][datasets][INFO] - PyTorch version 2.7.1+cu128 available.
[2025-07-28 02:53:05,002][openai._base_client][INFO] - Retrying request to /chat/completions in 0.417519 seconds
[2025-07-28 02:53:05,002][openai._base_client][INFO] - Retrying request to /chat/completions in 0.389030 seconds
[2025-07-28 02:53:05,003][openai._base_client][INFO] - Retrying request to /chat/completions in 0.447820 seconds
[2025-07-28 02:53:05,002][openai._base_client][INFO] - Retrying request to /chat/completions in 0.452587 seconds
[2025-07-28 02:53:05,002][openai._base_client][INFO] - Retrying request to /chat/completions in 0.379363 seconds
[2025-07-28 02:53:05,002][openai._base_client][INFO] - Retrying request to /chat/completions in 0.408045 seconds
[2025-07-28 02:53:05,002][openai._base_client][INFO] - Retrying request to /chat/completions in 0.439709 seconds
[2025-07-28 02:53:05,003][openai._base_client][INFO] - Retrying request to /chat/completions in 0.375120 seconds
[2025-07-28 02:53:05,003][openai._base_client][INFO] - Retrying request to /chat/completions in 0.482759 seconds
[2025-07-28 02:53:05,003][openai._base_client][INFO] - Retrying request to /chat/completions in 0.492207 seconds
[2025-07-28 02:53:05,008][openai._base_client][INFO] - Retrying request to /chat/completions in 0.423785 seconds
[2025-07-28 02:53:05,008][openai._base_client][INFO] - Retrying request to /chat/completions in 0.458155 seconds
[2025-07-28 02:53:05,008][openai._base_client][INFO] - Retrying request to /chat/completions in 0.415753 seconds
[2025-07-28 02:53:05,008][openai._base_client][INFO] - Retrying request to /chat/completions in 0.476659 seconds
[2025-07-28 02:53:05,009][openai._base_client][INFO] - Retrying request to /chat/completions in 0.491612 seconds
[2025-07-28 02:53:05,009][openai._base_client][INFO] - Retrying request to /chat/completions in 0.491935 seconds
[2025-07-28 02:53:05,009][openai._base_client][INFO] - Retrying request to /chat/completions in 0.421250 seconds
[2025-07-28 02:53:05,009][openai._base_client][INFO] - Retrying request to /chat/completions in 0.423755 seconds
[2025-07-28 02:53:05,009][openai._base_client][INFO] - Retrying request to /chat/completions in 0.490892 seconds
[2025-07-28 02:53:05,009][openai._base_client][INFO] - Retrying request to /chat/completions in 0.449654 seconds
[2025-07-28 02:53:05,009][openai._base_client][INFO] - Retrying request to /chat/completions in 0.389718 seconds
[2025-07-28 02:53:05,010][openai._base_client][INFO] - Retrying request to /chat/completions in 0.460439 seconds
[2025-07-28 02:53:05,010][openai._base_client][INFO] - Retrying request to /chat/completions in 0.489772 seconds
[2025-07-28 02:53:05,010][openai._base_client][INFO] - Retrying request to /chat/completions in 0.456133 seconds
[2025-07-28 02:53:05,010][openai._base_client][INFO] - Retrying request to /chat/completions in 0.496360 seconds
[2025-07-28 02:53:05,010][openai._base_client][INFO] - Retrying request to /chat/completions in 0.446369 seconds
[2025-07-28 02:53:05,010][openai._base_client][INFO] - Retrying request to /chat/completions in 0.444492 seconds
[2025-07-28 02:53:05,010][openai._base_client][INFO] - Retrying request to /chat/completions in 0.433246 seconds
[2025-07-28 02:53:05,010][openai._base_client][INFO] - Retrying request to /chat/completions in 0.399571 seconds
[2025-07-28 02:53:05,010][openai._base_client][INFO] - Retrying request to /chat/completions in 0.480066 seconds
[2025-07-28 02:53:05,010][openai._base_client][INFO] - Retrying request to /chat/completions in 0.496341 seconds
[2025-07-28 02:53:05,010][openai._base_client][INFO] - Retrying request to /chat/completions in 0.443552 seconds
[2025-07-28 02:53:05,010][openai._base_client][INFO] - Retrying request to /chat/completions in 0.427483 seconds
[2025-07-28 02:53:05,010][openai._base_client][INFO] - Retrying request to /chat/completions in 0.439636 seconds
[2025-07-28 02:53:05,010][openai._base_client][INFO] - Retrying request to /chat/completions in 0.470216 seconds
[2025-07-28 02:53:05,011][openai._base_client][INFO] - Retrying request to /chat/completions in 0.466670 seconds
[2025-07-28 02:53:05,011][openai._base_client][INFO] - Retrying request to /chat/completions in 0.422430 seconds
[2025-07-28 02:53:05,011][openai._base_client][INFO] - Retrying request to /chat/completions in 0.492191 seconds
