[2025-07-28 02:44:18,574][datasets][INFO] - PyTorch version 2.7.1+cu128 available.
[2025-07-28 02:44:27,303][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,304][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,304][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,305][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,306][openai._base_client][INFO] - Retrying request to /chat/completions in 0.393744 seconds
[2025-07-28 02:44:27,307][openai._base_client][INFO] - Retrying request to /chat/completions in 0.396355 seconds
[2025-07-28 02:44:27,307][openai._base_client][INFO] - Retrying request to /chat/completions in 0.422482 seconds
[2025-07-28 02:44:27,308][openai._base_client][INFO] - Retrying request to /chat/completions in 0.391289 seconds
[2025-07-28 02:44:27,309][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,310][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,310][openai._base_client][INFO] - Retrying request to /chat/completions in 0.497089 seconds
[2025-07-28 02:44:27,311][openai._base_client][INFO] - Retrying request to /chat/completions in 0.459101 seconds
[2025-07-28 02:44:27,312][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,313][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,314][openai._base_client][INFO] - Retrying request to /chat/completions in 0.434813 seconds
[2025-07-28 02:44:27,314][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,314][openai._base_client][INFO] - Retrying request to /chat/completions in 0.388002 seconds
[2025-07-28 02:44:27,315][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,315][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,316][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,316][openai._base_client][INFO] - Retrying request to /chat/completions in 0.384170 seconds
[2025-07-28 02:44:27,317][openai._base_client][INFO] - Retrying request to /chat/completions in 0.415566 seconds
[2025-07-28 02:44:27,317][openai._base_client][INFO] - Retrying request to /chat/completions in 0.461653 seconds
[2025-07-28 02:44:27,317][openai._base_client][INFO] - Retrying request to /chat/completions in 0.446634 seconds
[2025-07-28 02:44:27,319][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,319][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,320][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,321][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,321][openai._base_client][INFO] - Retrying request to /chat/completions in 0.436794 seconds
[2025-07-28 02:44:27,321][openai._base_client][INFO] - Retrying request to /chat/completions in 0.439503 seconds
[2025-07-28 02:44:27,321][openai._base_client][INFO] - Retrying request to /chat/completions in 0.481137 seconds
[2025-07-28 02:44:27,322][openai._base_client][INFO] - Retrying request to /chat/completions in 0.432193 seconds
[2025-07-28 02:44:27,323][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,323][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,324][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,324][openai._base_client][INFO] - Retrying request to /chat/completions in 0.402823 seconds
[2025-07-28 02:44:27,325][openai._base_client][INFO] - Retrying request to /chat/completions in 0.393266 seconds
[2025-07-28 02:44:27,324][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,325][openai._base_client][INFO] - Retrying request to /chat/completions in 0.480586 seconds
[2025-07-28 02:44:27,325][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,326][openai._base_client][INFO] - Retrying request to /chat/completions in 0.468026 seconds
[2025-07-28 02:44:27,326][openai._base_client][INFO] - Retrying request to /chat/completions in 0.489226 seconds
[2025-07-28 02:44:27,328][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,328][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,328][openai._base_client][INFO] - Retrying request to /chat/completions in 0.476956 seconds
[2025-07-28 02:44:27,329][openai._base_client][INFO] - Retrying request to /chat/completions in 0.476049 seconds
[2025-07-28 02:44:27,329][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,330][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,330][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,331][openai._base_client][INFO] - Retrying request to /chat/completions in 0.466058 seconds
[2025-07-28 02:44:27,331][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,331][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,331][httpx][INFO] - HTTP Request: POST http://35.220.164.252:3888/v1/chat/completions "HTTP/1.1 502 Bad Gateway"
[2025-07-28 02:44:27,331][openai._base_client][INFO] - Retrying request to /chat/completions in 0.402294 seconds
[2025-07-28 02:44:27,331][openai._base_client][INFO] - Retrying request to /chat/completions in 0.441926 seconds
[2025-07-28 02:44:27,332][openai._base_client][INFO] - Retrying request to /chat/completions in 0.487177 seconds
[2025-07-28 02:44:27,332][openai._base_client][INFO] - Retrying request to /chat/completions in 0.430523 seconds
