[2025-05-12 15:20:20,078][datasets][INFO] - PyTorch version 2.7.0 available.
[2025-05-12 15:20:24,615][transformers_modules.InternVL2-4B.configuration_internvl_chat][INFO] - vision_select_layer: -1
[2025-05-12 15:20:24,615][transformers_modules.InternVL2-4B.configuration_internvl_chat][INFO] - ps_version: v2
[2025-05-12 15:20:24,616][transformers_modules.InternVL2-4B.configuration_internvl_chat][INFO] - min_dynamic_patch: 1
[2025-05-12 15:20:24,616][transformers_modules.InternVL2-4B.configuration_internvl_chat][INFO] - max_dynamic_patch: 12
[2025-05-12 15:20:24,627][transformers_modules.InternVL2-4B.configuration_internvl_chat][INFO] - vision_select_layer: -1
[2025-05-12 15:20:24,627][transformers_modules.InternVL2-4B.configuration_internvl_chat][INFO] - ps_version: v2
[2025-05-12 15:20:24,627][transformers_modules.InternVL2-4B.configuration_internvl_chat][INFO] - min_dynamic_patch: 1
[2025-05-12 15:20:24,627][transformers_modules.InternVL2-4B.configuration_internvl_chat][INFO] - max_dynamic_patch: 12
[2025-05-12 15:20:25,080][transformers_modules.InternVL2-4B.modeling_internvl_chat][INFO] - num_image_token: 256
[2025-05-12 15:20:25,080][transformers_modules.InternVL2-4B.modeling_internvl_chat][INFO] - ps_version: v2
[2025-05-12 16:37:35,548][datasets][INFO] - PyTorch version 2.7.0 available.
[2025-05-12 16:37:40,327][transformers_modules.InternVL2-4B.configuration_internvl_chat][INFO] - vision_select_layer: -1
[2025-05-12 16:37:40,327][transformers_modules.InternVL2-4B.configuration_internvl_chat][INFO] - ps_version: v2
[2025-05-12 16:37:40,328][transformers_modules.InternVL2-4B.configuration_internvl_chat][INFO] - min_dynamic_patch: 1
[2025-05-12 16:37:40,328][transformers_modules.InternVL2-4B.configuration_internvl_chat][INFO] - max_dynamic_patch: 12
[2025-05-12 16:37:40,339][transformers_modules.InternVL2-4B.configuration_internvl_chat][INFO] - vision_select_layer: -1
[2025-05-12 16:37:40,339][transformers_modules.InternVL2-4B.configuration_internvl_chat][INFO] - ps_version: v2
[2025-05-12 16:37:40,339][transformers_modules.InternVL2-4B.configuration_internvl_chat][INFO] - min_dynamic_patch: 1
[2025-05-12 16:37:40,339][transformers_modules.InternVL2-4B.configuration_internvl_chat][INFO] - max_dynamic_patch: 12
[2025-05-12 16:37:40,807][transformers_modules.InternVL2-4B.modeling_internvl_chat][INFO] - num_image_token: 256
[2025-05-12 16:37:40,807][transformers_modules.InternVL2-4B.modeling_internvl_chat][INFO] - ps_version: v2
