[2025-07-31 05:47:53,817][datasets][INFO] - PyTorch version 2.7.1+cu128 available.
[2025-07-31 05:48:02,229][openai._base_client][INFO] - Retrying request to /chat/completions in 0.383977 seconds
[2025-07-31 05:48:02,234][openai._base_client][INFO] - Retrying request to /chat/completions in 0.485685 seconds
[2025-07-31 05:48:02,247][openai._base_client][INFO] - Retrying request to /chat/completions in 0.409272 seconds
[2025-07-31 05:48:02,264][openai._base_client][INFO] - Retrying request to /chat/completions in 0.400094 seconds
[2025-07-31 05:48:02,267][openai._base_client][INFO] - Retrying request to /chat/completions in 0.430363 seconds
[2025-07-31 05:48:02,268][openai._base_client][INFO] - Retrying request to /chat/completions in 0.436620 seconds
[2025-07-31 05:48:02,285][openai._base_client][INFO] - Retrying request to /chat/completions in 0.388739 seconds
[2025-07-31 05:48:02,285][openai._base_client][INFO] - Retrying request to /chat/completions in 0.499503 seconds
[2025-07-31 05:48:02,290][openai._base_client][INFO] - Retrying request to /chat/completions in 0.428392 seconds
[2025-07-31 05:48:02,310][openai._base_client][INFO] - Retrying request to /chat/completions in 0.441343 seconds
[2025-07-31 05:48:02,311][openai._base_client][INFO] - Retrying request to /chat/completions in 0.433192 seconds
[2025-07-31 05:48:02,312][openai._base_client][INFO] - Retrying request to /chat/completions in 0.383567 seconds
[2025-07-31 05:48:02,312][openai._base_client][INFO] - Retrying request to /chat/completions in 0.475815 seconds
[2025-07-31 05:48:02,314][openai._base_client][INFO] - Retrying request to /chat/completions in 0.437954 seconds
[2025-07-31 05:48:02,315][openai._base_client][INFO] - Retrying request to /chat/completions in 0.430010 seconds
[2025-07-31 05:48:02,315][openai._base_client][INFO] - Retrying request to /chat/completions in 0.477739 seconds
[2025-07-31 05:48:02,316][openai._base_client][INFO] - Retrying request to /chat/completions in 0.450458 seconds
[2025-07-31 05:48:02,317][openai._base_client][INFO] - Retrying request to /chat/completions in 0.431274 seconds
[2025-07-31 05:48:02,319][openai._base_client][INFO] - Retrying request to /chat/completions in 0.376528 seconds
[2025-07-31 05:48:02,320][openai._base_client][INFO] - Retrying request to /chat/completions in 0.429171 seconds
[2025-07-31 05:48:02,320][openai._base_client][INFO] - Retrying request to /chat/completions in 0.450399 seconds
[2025-07-31 05:48:02,321][openai._base_client][INFO] - Retrying request to /chat/completions in 0.449925 seconds
[2025-07-31 05:48:02,321][openai._base_client][INFO] - Retrying request to /chat/completions in 0.461318 seconds
[2025-07-31 05:48:02,322][openai._base_client][INFO] - Retrying request to /chat/completions in 0.425471 seconds
[2025-07-31 05:48:07,620][openai._base_client][INFO] - Retrying request to /chat/completions in 0.920280 seconds
[2025-07-31 05:48:07,662][openai._base_client][INFO] - Retrying request to /chat/completions in 0.846701 seconds
[2025-07-31 05:48:07,672][openai._base_client][INFO] - Retrying request to /chat/completions in 0.991645 seconds
[2025-07-31 05:48:07,681][openai._base_client][INFO] - Retrying request to /chat/completions in 0.994094 seconds
[2025-07-31 05:48:07,717][openai._base_client][INFO] - Retrying request to /chat/completions in 0.996675 seconds
[2025-07-31 05:48:07,718][openai._base_client][INFO] - Retrying request to /chat/completions in 0.816055 seconds
[2025-07-31 05:48:07,718][openai._base_client][INFO] - Retrying request to /chat/completions in 0.828020 seconds
[2025-07-31 05:48:07,719][openai._base_client][INFO] - Retrying request to /chat/completions in 0.968623 seconds
[2025-07-31 05:48:07,729][openai._base_client][INFO] - Retrying request to /chat/completions in 0.811955 seconds
[2025-07-31 05:48:07,729][openai._base_client][INFO] - Retrying request to /chat/completions in 0.961954 seconds
[2025-07-31 05:48:07,766][openai._base_client][INFO] - Retrying request to /chat/completions in 0.908266 seconds
[2025-07-31 05:48:07,774][openai._base_client][INFO] - Retrying request to /chat/completions in 0.999763 seconds
[2025-07-31 05:48:07,775][openai._base_client][INFO] - Retrying request to /chat/completions in 0.960627 seconds
[2025-07-31 05:48:07,784][openai._base_client][INFO] - Retrying request to /chat/completions in 0.898547 seconds
[2025-07-31 05:48:07,793][openai._base_client][INFO] - Retrying request to /chat/completions in 0.809669 seconds
[2025-07-31 05:48:07,794][openai._base_client][INFO] - Retrying request to /chat/completions in 0.796489 seconds
[2025-07-31 05:48:07,811][openai._base_client][INFO] - Retrying request to /chat/completions in 0.976902 seconds
[2025-07-31 05:48:07,812][openai._base_client][INFO] - Retrying request to /chat/completions in 0.917850 seconds
[2025-07-31 05:48:07,813][openai._base_client][INFO] - Retrying request to /chat/completions in 0.819797 seconds
[2025-07-31 05:48:07,813][openai._base_client][INFO] - Retrying request to /chat/completions in 0.799314 seconds
[2025-07-31 05:48:07,814][openai._base_client][INFO] - Retrying request to /chat/completions in 0.750511 seconds
[2025-07-31 05:48:07,814][openai._base_client][INFO] - Retrying request to /chat/completions in 0.974765 seconds
[2025-07-31 05:48:07,815][openai._base_client][INFO] - Retrying request to /chat/completions in 0.816930 seconds
[2025-07-31 05:48:07,816][openai._base_client][INFO] - Retrying request to /chat/completions in 0.908755 seconds
[2025-07-31 05:48:19,705][openai._base_client][INFO] - Retrying request to /chat/completions in 0.434321 seconds
[2025-07-31 05:48:19,710][openai._base_client][INFO] - Retrying request to /chat/completions in 0.452633 seconds
[2025-07-31 05:48:19,781][openai._base_client][INFO] - Retrying request to /chat/completions in 0.395321 seconds
[2025-07-31 05:48:19,801][openai._base_client][INFO] - Retrying request to /chat/completions in 0.466610 seconds
[2025-07-31 05:48:19,818][openai._base_client][INFO] - Retrying request to /chat/completions in 0.465308 seconds
[2025-07-31 05:48:19,856][openai._base_client][INFO] - Retrying request to /chat/completions in 0.440239 seconds
[2025-07-31 05:48:19,857][openai._base_client][INFO] - Retrying request to /chat/completions in 0.382013 seconds
[2025-07-31 05:48:19,858][openai._base_client][INFO] - Retrying request to /chat/completions in 0.403235 seconds
[2025-07-31 05:48:19,925][openai._base_client][INFO] - Retrying request to /chat/completions in 0.433950 seconds
[2025-07-31 05:48:19,926][openai._base_client][INFO] - Retrying request to /chat/completions in 0.478246 seconds
[2025-07-31 05:48:19,927][openai._base_client][INFO] - Retrying request to /chat/completions in 0.474740 seconds
[2025-07-31 05:48:19,928][openai._base_client][INFO] - Retrying request to /chat/completions in 0.449169 seconds
[2025-07-31 05:48:19,929][openai._base_client][INFO] - Retrying request to /chat/completions in 0.495549 seconds
[2025-07-31 05:48:19,930][openai._base_client][INFO] - Retrying request to /chat/completions in 0.406887 seconds
[2025-07-31 05:48:19,963][openai._base_client][INFO] - Retrying request to /chat/completions in 0.480003 seconds
[2025-07-31 05:48:19,972][openai._base_client][INFO] - Retrying request to /chat/completions in 0.495269 seconds
[2025-07-31 05:48:19,981][openai._base_client][INFO] - Retrying request to /chat/completions in 0.418633 seconds
[2025-07-31 05:48:19,982][openai._base_client][INFO] - Retrying request to /chat/completions in 0.475897 seconds
[2025-07-31 05:48:19,983][openai._base_client][INFO] - Retrying request to /chat/completions in 0.393784 seconds
[2025-07-31 05:48:19,992][openai._base_client][INFO] - Retrying request to /chat/completions in 0.474295 seconds
[2025-07-31 05:48:20,011][openai._base_client][INFO] - Retrying request to /chat/completions in 0.418752 seconds
[2025-07-31 05:48:20,032][openai._base_client][INFO] - Retrying request to /chat/completions in 0.389546 seconds
[2025-07-31 05:48:20,039][openai._base_client][INFO] - Retrying request to /chat/completions in 0.405463 seconds
[2025-07-31 05:48:20,039][openai._base_client][INFO] - Retrying request to /chat/completions in 0.446467 seconds
[2025-07-31 05:48:25,147][openai._base_client][INFO] - Retrying request to /chat/completions in 0.883074 seconds
[2025-07-31 05:48:25,171][openai._base_client][INFO] - Retrying request to /chat/completions in 0.828811 seconds
[2025-07-31 05:48:25,186][openai._base_client][INFO] - Retrying request to /chat/completions in 0.799565 seconds
[2025-07-31 05:48:25,248][openai._base_client][INFO] - Retrying request to /chat/completions in 0.779581 seconds
[2025-07-31 05:48:25,268][openai._base_client][INFO] - Retrying request to /chat/completions in 0.905056 seconds
[2025-07-31 05:48:25,273][openai._base_client][INFO] - Retrying request to /chat/completions in 0.898870 seconds
[2025-07-31 05:48:25,290][openai._base_client][INFO] - Retrying request to /chat/completions in 0.933842 seconds
[2025-07-31 05:48:25,302][openai._base_client][INFO] - Retrying request to /chat/completions in 0.878796 seconds
[2025-07-31 05:48:25,344][openai._base_client][INFO] - Retrying request to /chat/completions in 0.878557 seconds
[2025-07-31 05:48:25,365][openai._base_client][INFO] - Retrying request to /chat/completions in 0.945573 seconds
[2025-07-31 05:48:25,388][openai._base_client][INFO] - Retrying request to /chat/completions in 0.801737 seconds
[2025-07-31 05:48:25,389][openai._base_client][INFO] - Retrying request to /chat/completions in 0.999455 seconds
[2025-07-31 05:48:25,418][openai._base_client][INFO] - Retrying request to /chat/completions in 0.796425 seconds
[2025-07-31 05:48:25,419][openai._base_client][INFO] - Retrying request to /chat/completions in 0.805322 seconds
[2025-07-31 05:48:25,419][openai._base_client][INFO] - Retrying request to /chat/completions in 0.854494 seconds
[2025-07-31 05:48:25,428][openai._base_client][INFO] - Retrying request to /chat/completions in 0.924748 seconds
[2025-07-31 05:48:25,437][openai._base_client][INFO] - Retrying request to /chat/completions in 0.953890 seconds
[2025-07-31 05:48:25,438][openai._base_client][INFO] - Retrying request to /chat/completions in 0.920469 seconds
[2025-07-31 05:48:25,453][openai._base_client][INFO] - Retrying request to /chat/completions in 0.768876 seconds
[2025-07-31 05:48:25,454][openai._base_client][INFO] - Retrying request to /chat/completions in 0.861863 seconds
[2025-07-31 05:48:25,464][openai._base_client][INFO] - Retrying request to /chat/completions in 0.937085 seconds
[2025-07-31 05:48:25,479][openai._base_client][INFO] - Retrying request to /chat/completions in 0.993519 seconds
[2025-07-31 05:48:25,480][openai._base_client][INFO] - Retrying request to /chat/completions in 0.931493 seconds
[2025-07-31 05:48:25,493][openai._base_client][INFO] - Retrying request to /chat/completions in 0.877522 seconds
